uid,native_word,english_word,source,score,lang
guj613133,વાતાઓ,vaatao,IndicCorp,-0.1577255223,guj
guj203861,પ્રોડ્યૂસરને,producerne,IndicCorp,-0.1958664916,guj
guj564369,પર્મ,perm,IndicCorp,-0.1861691177,guj
guj478171,સુમતભાઈ,sumatbhai,IndicCorp,-0.0592748113,guj
guj274314,વિશ્લેષણકારોના,vishleshankaaronaa,IndicCorp,-0.0576912393,guj
guj770821,સુંદરલાલનો,sundarlaalno,IndicCorp,-0.0826615416,guj
guj367596,પ્રદ્યમનસિંહ,pradhyamansinh,IndicCorp,-0.3385765664,guj
guj574847,ટોરેજ,torrage,IndicCorp,-0.1450621439,guj
guj884876,મૃત્યુદેવના,mrutyudevna,IndicCorp,-0.0799245425,guj
guj1108832,પામથી,paamthee,IndicCorp,-0.1417081074,guj
guj293288,વ્યાપકતામાં,vyapaktama,IndicCorp,-0.1701933388,guj
guj668866,ક્લેક્શમાં,clackshmaa,IndicCorp,-0.2182174586,guj
guj547744,એસ્પાર્ટેમ,aspartem,IndicCorp,-0.3244743645,guj
guj821415,મુગલકાળથી,mugalkaalthi,IndicCorp,-0.1100640134,guj
guj921814,બેટ્ટીયા,bettia,IndicCorp,-0.3261101767,guj
guj1078313,આરોગ્યથી,aarogyathi,IndicCorp,-0.0859436345,guj
guj909654,લાર્જમાઉથ,largemouth,IndicCorp,-0.0182600431,guj
guj293158,બેથપેપ,bethpap,IndicCorp,-0.0569923352,guj
guj1066086,દફનાવવું,dafnavvu,IndicCorp,-0.1538501375,guj
guj811570,ગવાવા,gavaavaa,IndicCorp,-0.2790115029,guj
guj1054477,બોલેડ્રીની,bolladryni,IndicCorp,-0.2793948874,guj
guj143488,ડેન્ટને,dentne,IndicCorp,-0.0780585855,guj
guj359184,કસ્તુરનો,kasturno,IndicCorp,-0.1175605282,guj
guj704073,મનકોટા,mankota,IndicCorp,-0.1135303341,guj
guj246258,મોહમર,mohmer,IndicCorp,-0.1466273963,guj
guj1045594,વિચારબિંદુ,vicharbindu,IndicCorp,-0.0854985993,guj
guj732757,તીર્થધામોની,tirthdhaamoni,IndicCorp,-0.1139262321,guj
guj425361,પંચકર્મા,panchkarma,IndicCorp,-0.2588204369,guj
guj358461,ડાયરેક્ટરશ્રીઓ,directorshreeo,IndicCorp,-0.0900394283,guj
guj770014,થલાઈવાનો,thalaivano,IndicCorp,-0.0981937423,guj
guj419619,તરાવવી,taraavvi,IndicCorp,-0.1349027378,guj
guj431852,હિવ,hiv,IndicCorp,-0.3064890355,guj
guj603192,સામસ્યાઓના,saamsyaona,IndicCorp,-0.1374288319,guj
guj376169,ઉરેવે,ureve,IndicCorp,-0.2940681726,guj
guj609444,ટેક્સપેયર્સમાંથી,texpayersmaanthi,IndicCorp,-0.1449898006,guj
guj136002,કબીરધામની,kabirdhamni,IndicCorp,-0.1599374972,guj
guj185752,માચ્છીમારીના,machchhimarina,IndicCorp,-0.3316943496,guj
guj632562,સ્ટાનો,stano,IndicCorp,-0.2512007132,guj
guj622343,કહ્યુહતુકે,kahyuhtuke,IndicCorp,-0.207819812,guj
guj987667,રસભરેલા,rasbharela,IndicCorp,-0.2707463279,guj
guj946109,ડાલા,dalla,IndicCorp,-0.2975275591,guj
guj226407,વાયોલ્યુ,violue,IndicCorp,-0.15974316,guj
guj738516,ક્યુબ્યુન,cubune,IndicCorp,-0.1383883953,guj
guj994512,મેન્ટોક,mantock,IndicCorp,-0.1807812937,guj
guj526702,મીનાકૃતિ,meenakruti,IndicCorp,-0.1572822519,guj
guj938779,આઉટપોસ્ટની,outpostnee,IndicCorp,-0.0500816046,guj
guj903885,હર્ષાલીની,harshaalini,IndicCorp,-0.1233762279,guj
guj933393,વૂડવિલે,woodwille,IndicCorp,-0.2087412588,guj
guj1043280,અસમંજસભરી,asmanjsabhari,IndicCorp,-0.2054878771,guj
guj467305,અકાર્ડ,accard,IndicCorp,-0.1768820882,guj
guj1082027,સ્વીકારાયેલી,swikarayeli,IndicCorp,-0.1719753891,guj
guj308814,મેસેન્જિંગ,messanging,IndicCorp,-0.0931431688,guj
guj549153,વાસીઓનો,vaasiono,IndicCorp,-0.1320007443,guj
guj903928,અંદરથીજ,andarthij,IndicCorp,-0.1114643328,guj
guj132584,ખરડ્યો,khardyo,IndicCorp,-0.0991054997,guj
guj723543,અભ્યાનંદ,abhyanand,IndicCorp,-0.0883404575,guj
guj388432,માઇક્રોલેન્ડર,microlender,IndicCorp,-0.1578608919,guj
guj471203,નાગદર્શન,nagdarshan,IndicCorp,-0.0643443144,guj
guj1095602,અનેકેશ્વરવાદ,anekeshwarvaad,IndicCorp,-0.0728395004,guj
guj775837,ગાર્નેરો,garnero,IndicCorp,-0.1153242216,guj
guj180987,છોંતરા,chhontara,IndicCorp,-0.1344043389,guj
guj738214,ગોગભાઈ,gogbhai,IndicCorp,-0.0960663892,guj
guj142156,બ્રાસને,braasne,IndicCorp,-0.1176575692,guj
guj1070471,ખસખસ,khaskhas,IndicCorp,-0.3063552193,guj
guj502502,પકડાયાદુષ્કર્મની,pakdayadushkarmani,IndicCorp,-0.3024855256,guj
guj234988,સેજલપુરા,sejalpura,IndicCorp,-0.0530250017,guj
guj680961,લિમ્ફો,lympho,IndicCorp,-0.0995043721,guj
guj588488,રતનમહેલ,ratanmahel,IndicCorp,-0.0542682502,guj
guj665403,સ્ટેન્ડલીટ,standleet,IndicCorp,-0.1163918488,guj
guj338225,નેમલ,nemal,IndicCorp,-0.1971284375,guj
guj333528,યૂનિયસ,unious,IndicCorp,-0.2988295928,guj
guj957372,થૂંકવાના,thunkvaanaa,IndicCorp,-0.2322597578,guj
guj643384,ગિયરહેડ,gearhead,IndicCorp,-0.117434606,guj
guj421146,ડિગરની,diggerni,IndicCorp,-0.2490014173,guj
guj560791,સહકલાકારનો,sahakalaakaarno,IndicCorp,-0.1151890419,guj
guj823724,નિખિલભાઇ,nikhilbhai,IndicCorp,-0.1274240669,guj
guj435205,આલમે,aalme,IndicCorp,-0.2383488044,guj
guj562880,સેરેનીટી,serenity,IndicCorp,-0.2089690939,guj
hin1021645,गोशम्भ,goshambh,IndicCorp,-0.2816167995,hin
hin714619,संकलनवादी,sankalanwadi,IndicCorp,-0.3016412854,hin
hin682858,धीरगम्भीर,dhirgambhir,IndicCorp,-0.1560444161,hin
hin418891,तुम्हर,tumhar,IndicCorp,-0.1829158552,hin
hin654878,भाजपसारखा,bhajpasarkha,IndicCorp,-0.210818775,hin
hin938966,फेकल्याची,fekalyachi,IndicCorp,-0.158926636,hin
hin864228,बारामतीसाठी,baramatisathi,IndicCorp,-0.1551304236,hin
hin512422,विश्यवुद्ध,vishyavuddh,IndicCorp,-0.337508209,hin
hin844864,बेकायदे,bekaayade,IndicCorp,-0.1385210901,hin
hin1013480,होगात,hogaat,IndicCorp,-0.1789622381,hin
hin531535,गजेला,gajela,IndicCorp,-0.1436622255,hin
hin821309,डायलॉक्स,dialox,IndicCorp,-0.1125272326,hin
hin562477,सहपाठिनों,sahpaathinon,IndicCorp,-0.1330345869,hin
hin688983,झुंगला,jhungla,IndicCorp,-0.1313918121,hin
hin1124903,मैनूफेस्टो,manufesto,IndicCorp,-0.1890970413,hin
hin1139654,मर्क्युरस,mercurus,IndicCorp,-0.1778389104,hin
hin717897,वहदिल्ली,vahadilli,IndicCorp,-0.2313600481,hin
hin1023602,ट्रांसफ़ॉर्म्ड,transformed,IndicCorp,-0.1802234498,hin
hin1056135,संग्रहकर्ताओं,sangrahakartaon,IndicCorp,-0.0763789425,hin
hin876977,जीपीएसई,gpse,IndicCorp,-0.0110497819,hin
hin1195919,देशप्रेमियो,deshpremiyo,IndicCorp,-0.1652084626,hin
hin982556,लोकप्रतिनिधींचा,lokpratinidhincha,IndicCorp,-0.2824079581,hin
hin830005,बरातपहाड़ी,baraatpahaadi,IndicCorp,-0.1680029407,hin
hin1120485,मारोपेंग,maropeng,IndicCorp,-0.0989136044,hin
hin943862,प्रेलिम,prelim,IndicCorp,-0.2146974206,hin
hin882206,शाखोपशाखाओं,shakhopshakhaon,IndicCorp,-0.092545772,hin
hin764982,वैबदुनिया,waibduniya,IndicCorp,-0.2809520811,hin
hin507395,जीतरामजी,jitramji,IndicCorp,-0.2640248984,hin
hin947469,र्पोटेबल,rpotable,IndicCorp,-0.203024745,hin
hin1174306,कविनोआ,kavinoa,IndicCorp,-0.1737236306,hin
hin990064,एवॉयरमेंट,avoirement,IndicCorp,-0.1420831531,hin
hin450754,शिवसंकर,shivsankar,IndicCorp,-0.2394816875,hin
hin403877,ठोंकनेवाले,thonknewale,IndicCorp,-0.2362417355,hin
hin795271,दुर्रुल,durrul,IndicCorp,-0.1275593117,hin
hin616948,जिनलॉन्ग,ginlong,IndicCorp,-0.3430160582,hin
hin546697,अलेक्सांद्र,aleksandra,IndicCorp,-0.2268495038,hin
hin643752,दुन्नु,dunnu,IndicCorp,-0.2787187416,hin
hin973266,मिढाकुर,midhakur,IndicCorp,-0.245279666,hin
hin460315,लेगैंग्स,legangs,IndicCorp,-0.3195270654,hin
hin1217731,गिरहारे,girhare,IndicCorp,-0.2264258862,hin
hin486145,समुदायावर,samudayavar,IndicCorp,-0.3370414451,hin
hin1170351,फ़ोटोग्राफ़र्स,photographers,IndicCorp,-0.3056829183,hin
hin1079627,मल्लीसेठी,mallisethi,IndicCorp,-0.1369294375,hin
hin1032727,लिहिण्याची,lihinyachi,IndicCorp,-0.1669000536,hin
hin387554,गुनों,gunon,IndicCorp,-0.3200796917,hin
hin1151468,परसोदा,parsoda,IndicCorp,-0.1228858791,hin
hin821663,बघर्रू,bagharru,IndicCorp,-0.2937443182,hin
hin1209207,रंगविल्या,rangvilya,IndicCorp,-0.1882518828,hin
hin495527,विस्पा,vispa,IndicCorp,-0.1306945309,hin
hin940493,बदलण्याचे,badalanyache,IndicCorp,-0.3396696001,hin
hin727956,रोणापाल,ronapal,IndicCorp,-0.274397701,hin
hin426110,डोंकी,donki,IndicCorp,-0.1742855087,hin
hin1143088,हल्लाबोलचा,hallabolcha,IndicCorp,-0.1851735525,hin
hin819493,गोंधाल,gondhal,IndicCorp,-0.1498314217,hin
hin968530,दबंद,daband,IndicCorp,-0.2230528593,hin
hin695895,आधाशासारखे,adhashasarkhe,IndicCorp,-0.2929502577,hin
hin993651,कूटत,kootat,IndicCorp,-0.2094019055,hin
hin733480,अदियाना,adiana,IndicCorp,-0.303642787,hin
hin667944,परखोतमपुर,parkhotampur,IndicCorp,-0.0886880197,hin
hin532482,मिनियांग,miniyang,IndicCorp,-0.1313492302,hin
hin880217,दक्षिणाचार,dakshinachar,IndicCorp,-0.0732626342,hin
hin466898,लिंगवेई,lingwei,IndicCorp,-0.1382805556,hin
hin1187928,लेमोनाडे,lemonade,IndicCorp,-0.326111272,hin
hin703008,बिरही,birahi,IndicCorp,-0.2204533443,hin
hin611443,तोशिवाल,toshiwal,IndicCorp,-0.2681297287,hin
hin666402,सिओबो,siobo,IndicCorp,-0.1949276105,hin
hin515579,खांडेपरगांव,khandepargaon,IndicCorp,-0.1528060362,hin
hin417155,नमाज़वाद,namaazavaad,IndicCorp,-0.1449074224,hin
hin844603,गोखा,gokha,IndicCorp,-0.1020841822,hin
hin1182436,वृषणकोष,vrishankosh,IndicCorp,-0.3131914586,hin
hin735721,हिल्जर्स,hilzers,IndicCorp,-0.1498712599,hin
hin754251,कीमतकी,keemtaki,IndicCorp,-0.1893444844,hin
hin385591,मसोज,masoj,IndicCorp,-0.2500210181,hin
hin594634,ऊबेगा,oobegaa,IndicCorp,-0.2452108711,hin
hin1124613,ग्रामविकासचे,gramvikasche,IndicCorp,-0.2819098756,hin
hin587674,सूचनांमध्ये,soochananmadhye,IndicCorp,-0.1648737974,hin
hin1175600,मधुवंत,madhuvant,IndicCorp,-0.1249983683,hin
hin418790,सुकामुलजो,sukamuljo,IndicCorp,-0.1323551089,hin
hin345346,वयोमर्यादेचे,vayomaryadeche,IndicCorp,-0.2146710828,hin
hin1015472,ट्रांसशन,transtion,IndicCorp,-0.1163877081,hin
hin1267334,प्रज्जवल्लित,prajjavallit,IndicCorp,-0.1562122479,hin
hin931696,बॉलिवूडमध्ये,bollywoodmadhye,IndicCorp,-0.3413605355,hin
hin690604,विकासाकडे,vikasakade,IndicCorp,-0.185359519,hin
hin1195132,कांग्रेसिया,congressia,IndicCorp,-0.1174231917,hin
hin587086,सिक्योरिटर,securitor,IndicCorp,-0.1946282536,hin
hin1158545,गंगाब्रीज,gangabrij,IndicCorp,-0.3025453463,hin
hin1104507,सत्ताबदलानंतर,sattabadalanantar,IndicCorp,-0.144220911,hin
hin1103394,परीक्षेस,parikshes,IndicCorp,-0.1753996611,hin
hin1065118,लखुभाई,lakhubhai,IndicCorp,-0.1153800543,hin
hin441749,कैल्कली,calcully,IndicCorp,-0.3075829297,hin
hin858639,लाब्रू,labru,IndicCorp,-0.2751418129,hin
hin841748,टैंपल,tample,IndicCorp,-0.1967818104,hin
hin897001,सूरसिंहजी,sursinghji,IndicCorp,-0.2845446914,hin
hin928300,नारायणघाटी,narayanghati,IndicCorp,-0.0461561987,hin
hin1117965,घंसोर,ghansor,IndicCorp,-0.3029361069,hin
hin782342,गलियानो,galiano,IndicCorp,-0.2386701405,hin
hin639047,एट्रोसीटीज,atrocities,IndicCorp,-0.3174503502,hin
hin668875,भारतीयेत्तर,bhartiyettar,IndicCorp,-0.1454341449,hin
hin925041,कमवायचे,kamvaayache,IndicCorp,-0.1751980521,hin
hin436127,किमलकर,kimalkar,IndicCorp,-0.0944785159,hin
asm835,আণ্ডিজান,andijan,Samanantar,,asm
asm829,কামাও,kamao,Samanantar,,asm
asm804,ৱান,hwan,Samanantar,,asm
asm888,আক্কিলা,aquila,Samanantar,,asm
asm713,টেববাৰ,tabbar,Samanantar,,asm
asm917,দাউন্দ,daund,Samanantar,,asm
asm1222,অবীৰাম,abiram,Samanantar,,asm
asm576,পইন্টিং,pointing,Samanantar,,asm
asm1203,আফ্ৰিকান্স,afrikaans,Samanantar,,asm
asm470,অভাৰৰাইড,override,Samanantar,,asm
asm959,মুলায়েম,mulayam,Samanantar,,asm
asm794,আৰোগ্য,arogya,Samanantar,,asm
asm510,পৰৱানা,parwanah,Samanantar,,asm
asm438,জমলপুৰ,jamalpur,Samanantar,,asm
asm944,লিগনাইট,lignite,Samanantar,,asm
asm446,আইপিআৰ,ipr,Samanantar,,asm
asm442,হকী,hockey,Samanantar,,asm
asm495,প্যাৰালেল,parallel,Samanantar,,asm
asm852,ৰাজিয়া,rajuya,Samanantar,,asm
asm1096,নাৰেঙ্গী,narengi,Samanantar,,asm
asm1172,বিদৰ্ভ,vidarbha,Samanantar,,asm
asm899,ব্ৰেউইল,breuil,Samanantar,,asm
asm609,শিয়ালকোট,sialkot,Samanantar,,asm
asm539,উলুবাৰী,ulubari,Samanantar,,asm
asm1085,নিমপুৰ,nimpur,Samanantar,,asm
asm815,গেৰয়াৰ্ড,gerard,Samanantar,,asm
asm915,হৰিলাল,harilal,Samanantar,,asm
asm1177,এনক্ৰিপ্টেড,encrypted,Samanantar,,asm
asm860,ইনক্ৰিপ্ট,encrypt,Samanantar,,asm
asm1120,হশমুখ,hasmukh,Samanantar,,asm
asm1063,মেপিং,mapping,Samanantar,,asm
asm1037,প্ৰমপ্ট,prompt,Samanantar,,asm
asm1024,আন্দাল,andal,Samanantar,,asm
asm681,টুণ্ডলা,tundla,Samanantar,,asm
asm441,কাটনী,katni,Samanantar,,asm
asm812,বেনিং,benning,Samanantar,,asm
asm1131,হাঙ্গুল,hangul,Samanantar,,asm
asm1110,মাজুলী,majuli,Samanantar,,asm
asm786,প্ৰসেস,processes,Samanantar,,asm
asm1229,সিৰিলিক,cyrillic,Samanantar,,asm
asm1138,শৰ্মাই,sarma,Samanantar,,asm
asm1215,স্ক্ৰল,scroll,Samanantar,,asm
asm627,হেন্ডলাৰ,handler,Samanantar,,asm
asm1061,শিৱালয়,shivalaya,Samanantar,,asm
asm945,হস্টনাম,hostname,Samanantar,,asm
asm1226,লিতু,litu,Samanantar,,asm
asm462,মিঠাপুৰ,mithapur,Samanantar,,asm
asm1141,ক্লিপবৰ্ড,clipboard,Samanantar,,asm
asm646,সৰ্বানন্দ,sarbananda,Samanantar,,asm
asm666,পাডুৰ,padur,Samanantar,,asm
asm949,ভাগৰাপাৰ,bhagrapara,Samanantar,,asm
asm702,ফিল্টাৰৰ,filter,Samanantar,,asm
asm863,উজ্জিয়া,uzziah,Samanantar,,asm
asm1049,কেম্পো,campo,Samanantar,,asm
asm596,ফৰৱাৰ্ড,forward,Samanantar,,asm
asm796,জাৰ্নেল,journal,Samanantar,,asm
asm834,নীনবি,nineveh,Samanantar,,asm
asm1181,আনপ্লাগ,unplug,Samanantar,,asm
asm738,ভবেশ,bhabesh,Samanantar,,asm
asm719,ৱিলিয়ামনগৰ,williamnagar,Samanantar,,asm
asm909,কুৰমাঞ্জী,kurmanji,Samanantar,,asm
asm1227,ফিল্টাৰ,filter,Samanantar,,asm
asm977,ফুটাৰ,footer,Samanantar,,asm
asm897,ফ্ৰীষ্টাইল,freestyle,Samanantar,,asm
asm995,মিকেলন,miquelon,Samanantar,,asm
asm673,ফৰাম,forum,Samanantar,,asm
asm729,টুলবাৰ,toolbar,Samanantar,,asm
asm701,শেডাৰ,shader,Samanantar,,asm
asm1234,ৱাহিদ,waheed,Samanantar,,asm
asm774,কলেজিয়েট,collegiate,Samanantar,,asm
asm762,ব্ৰহ্মপুত্ৰৰ,brahmaputra,Samanantar,,asm
asm969,বৰনগৰ,barnagar,Samanantar,,asm
asm942,সুবৰ্ণৰেখা,subarnarekha,Samanantar,,asm
asm598,বাৰ্ণিং,burning,Samanantar,,asm
asm1092,তৃতীয়া,tritiya,Samanantar,,asm
asm736,আগ্ৰিপ্পই,agrippa,Samanantar,,asm
asm763,কংগনা,kangana,Samanantar,,asm
asm1134,ডিসপ্লে,display,Samanantar,,asm
asm751,ডুৱেল,dwell,Samanantar,,asm
asm432,হাইবেৰনেইট,hibernate,Samanantar,,asm
asm979,ভাটিণ্ডা,bhatinda,Samanantar,,asm
asm1223,বাজপেয়ী,vajpayee,Samanantar,,asm
asm895,মনিনগৰ,maninagar,Samanantar,,asm
asm882,বিহগুৰি,bihaguri,Samanantar,,asm
asm528,শালবাৰী,salbari,Samanantar,,asm
asm1169,নৰেন্দ্ৰপুৰ,narendrapur,Samanantar,,asm
asm715,টেল্লুৰিয়ান,tellurian,Samanantar,,asm
asm726,খনিন,khanin,Samanantar,,asm
asm850,অখৰাং,okhrang,Samanantar,,asm
asm604,আৱাস,awas,Samanantar,,asm
asm503,মেকলিগঞ্জ,mekliganj,Samanantar,,asm
asm657,ডিফল্ট,default,Samanantar,,asm
asm1155,ডিমাপুৰৰ,dimapur,Samanantar,,asm
asm1044,সাৰ্বিয়ান,serbian,Samanantar,,asm
asm1159,নবজ্যোতি,nabajyoti,Samanantar,,asm
asm1202,পিন্নড,pinned,Samanantar,,asm
asm1204,ৱাদ্ৰাও,vadra,Samanantar,,asm
asm506,লোকমান্য,lokmanya,Samanantar,,asm
asm453,কৈনন,cainan,Samanantar,,asm
asm874,সেতু,setu,Samanantar,,asm
ben183051,তেবয়া,tebya,Samanantar,,ben
ben219395,ইমদাদুল,imdadullah,Samanantar,,ben
ben156205,গুপ্তগঙ্গা,guptaganga,Samanantar,,ben
ben209892,ইসোদা,isoda,Samanantar,,ben
ben181557,সর্বভেদবাণী,sarbabhedavani,Samanantar,,ben
ben191011,বাহুতি,bahooti,Samanantar,,ben
ben116997,টিফানিই,tiffany,Samanantar,,ben
ben131512,জেগার,jaeger,Samanantar,,ben
ben199827,কন্সপিরেসিসম,conspiracism,Samanantar,,ben
ben139074,বেদন্তী,vedanti,Samanantar,,ben
ben165120,ফেলন,felon,Samanantar,,ben
ben111832,আটাকামা,atacama,Samanantar,,ben
ben121233,বাথসুয়া,bathsua,Samanantar,,ben
ben194751,তাহাদের,tahader,Samanantar,,ben
ben198405,পিটিএস,pts,Samanantar,,ben
ben192976,পানোনিয়া,pannonia,Samanantar,,ben
ben147366,গুরুম,gurm,Samanantar,,ben
ben154723,হোয়াং,hoang,Samanantar,,ben
ben197934,কুমাসি,kumasi,Samanantar,,ben
ben156932,রুপিয়া,rupiya,Samanantar,,ben
ben162417,এক্সটেনসিওন,extincion,Samanantar,,ben
ben122264,ইফ্রিকিয়ান,ifriqiyan,Samanantar,,ben
ben117897,জেপ্লাজাইকু,jplazaecu,Samanantar,,ben
ben184752,সিমেন্টাইট,cementite,Samanantar,,ben
ben173805,কুরো,kuro,Samanantar,,ben
ben207415,বীরামণি,veeramani,Samanantar,,ben
ben177885,রেডিক্স,radix,Samanantar,,ben
ben124702,মুরতাজালিয়েভ,murtazaliev,Samanantar,,ben
ben211112,ইলেক্টেড,elected,Samanantar,,ben
ben115879,লুমবার্ড,lumbard,Samanantar,,ben
ben137479,তেপুকুরিয়া,tepukuria,Samanantar,,ben
ben219646,নাতিডং,natidong,Samanantar,,ben
ben125433,অ্যাক্টা,acta,Samanantar,,ben
ben219773,সিম্যুলেটিং,simulating,Samanantar,,ben
ben204191,আরকা,urca,Samanantar,,ben
ben166670,সেশসনস,sessions,Samanantar,,ben
ben127200,ফুজিটা,fujita,Samanantar,,ben
ben221033,সার্কামবাইনারি,circumbinary,Samanantar,,ben
ben117098,স্লেকেড,slaked,Samanantar,,ben
ben139748,আরক্স,arcs,Samanantar,,ben
ben130105,পাতিপেনালোজা,patipenaloza,Samanantar,,ben
ben140623,মহাবগ্গ,mahavagga,Samanantar,,ben
ben173879,ইয়ারিং,earring,Samanantar,,ben
ben197105,ইলিশা,illisha,Samanantar,,ben
ben169641,পুষ্পল,pushpall,Samanantar,,ben
ben153135,পানোস,panos,Samanantar,,ben
ben163688,তায়েব,tayyab,Samanantar,,ben
ben123872,কিন্নায়ুর,kinnaur,Samanantar,,ben
ben199337,দুর্জয়,durjoy,Samanantar,,ben
ben217163,ক্যুইজ,quiz,Samanantar,,ben
ben124299,কুজনেৎসোভা,kuznetsova,Samanantar,,ben
ben124427,টেস্টিমোনিয়্যুম,testimonium,Samanantar,,ben
ben109963,পারফরম্যান্স,performances,Samanantar,,ben
ben174636,ডেমারেজ,demurrage,Samanantar,,ben
ben156338,ইকন,econ,Samanantar,,ben
ben177064,জেমেনে,gemenne,Samanantar,,ben
ben164326,থুয়াতীরা,thyatira,Samanantar,,ben
ben156652,পাইলন,pilon,Samanantar,,ben
ben171830,শাংসোল,shangsole,Samanantar,,ben
ben145658,স্কুফ্টান,schfftan,Samanantar,,ben
ben148467,পার্থসরতী,parthasarathi,Samanantar,,ben
ben134607,পোপলার,poplar,Samanantar,,ben
ben192336,দাইচি,daiichi,Samanantar,,ben
ben134731,প্যানোপটিকন,panopticon,Samanantar,,ben
ben176445,হাসিয়ান্দা,hacienda,Samanantar,,ben
ben145611,মিরদাসি,mirdasi,Samanantar,,ben
ben148615,অঙ্গীকার,aungikar,Samanantar,,ben
ben155178,বজ্র,bijr,Samanantar,,ben
ben203045,কনভেনিয়েন্স,convenience,Samanantar,,ben
ben169602,তানহারুল,tanharul,Samanantar,,ben
ben213477,গ্রামোফোন,gramaphone,Samanantar,,ben
ben182494,আন্তানানারিভো,antananarivo,Samanantar,,ben
ben191643,স্প্রাউট,sprout,Samanantar,,ben
ben131454,মোশাররফ,mosharaff,Samanantar,,ben
ben136422,দূর্জয়,durjoy,Samanantar,,ben
ben214544,মসফেট,mosfet,Samanantar,,ben
ben165905,কয়রাল,koiral,Samanantar,,ben
ben161078,মেবারলি,maberley,Samanantar,,ben
ben192995,ফ্যাকটিউল,factual,Samanantar,,ben
ben200338,ভগবতী,bagavathi,Samanantar,,ben
ben171566,অংশিকা,anshika,Samanantar,,ben
ben130250,ধনকার,dhankhar,Samanantar,,ben
ben171801,কনডোলেজা,condoleezza,Samanantar,,ben
ben145470,সেথে,sethe,Samanantar,,ben
ben122604,প্লানেতা,planeta,Samanantar,,ben
ben141571,গোকর্ন,gokarna,Samanantar,,ben
ben201605,স্টার্চি,starchy,Samanantar,,ben
ben147630,ফাতিমান,fatiman,Samanantar,,ben
ben193974,সাদরা,sadra,Samanantar,,ben
ben173484,লুটন,luton,Samanantar,,ben
ben171881,বেইন্স,bains,Samanantar,,ben
ben206862,ভেনকিয়া,venkaiah,Samanantar,,ben
ben196815,দেয়ার,deir,Samanantar,,ben
ben180445,স্ট্রাউস,straus,Samanantar,,ben
ben158944,দুমার,dumar,Samanantar,,ben
ben132387,সেলেকিড,seleucid,Samanantar,,ben
ben187451,ডেচিও,decio,Samanantar,,ben
ben214035,রগ্নস্ট্যাড,rognstad,Samanantar,,ben
ben117798,চ্যাংমারি,changmari,Samanantar,,ben
ben188212,ফ্যাক্টরিয়াল,factorial,Samanantar,,ben
guj127122,બ્રાન્ડ્ઝ,brands,Samanantar,,guj
guj117329,રિએક્શન્સ,reactions,Samanantar,,guj
guj104471,ટીએલએસ,tls,Samanantar,,guj
guj116359,પૂજારાએ,pujara,Samanantar,,guj
guj114637,ડીઆઈપીએમ,dipam,Samanantar,,guj
guj125556,જેફ,jeff,Samanantar,,guj
guj129579,ફૉંગ,feng,Samanantar,,guj
guj112896,ગારીયાધાર,gariadhar,Samanantar,,guj
guj124407,કોસ્મેટિક્સ,cosmetics,Samanantar,,guj
guj99194,બાર્ક્લેઝ,barclays,Samanantar,,guj
guj107913,રૂલ,reel,Samanantar,,guj
guj108049,ઈંગ,ing,Samanantar,,guj
guj99654,ધાનેરા,dhanera,Samanantar,,guj
guj122989,સ્કોપ્સ,scopus,Samanantar,,guj
guj108235,ટ્રાન્સનેશનલ,transnational,Samanantar,,guj
guj105203,નાચેઝ,natchez,Samanantar,,guj
guj122425,હોર્મુઝ,hormuz,Samanantar,,guj
guj99207,હાઇડ્રોન,hydran,Samanantar,,guj
guj127496,યેનિપોયા,yenepoya,Samanantar,,guj
guj122930,થાઈરોઈડ,thyroid,Samanantar,,guj
guj108552,લોમ,lome,Samanantar,,guj
guj118191,શ્રાઇન,shrine,Samanantar,,guj
guj115308,ક્લોરેમાઇન,chloramine,Samanantar,,guj
guj116588,પ્લાંકેટ,plunkett,Samanantar,,guj
guj127745,કિલિંગ,keeling,Samanantar,,guj
guj122726,હિમજેન્ટ,himgent,Samanantar,,guj
guj123111,કુકાટપલ્લી,kukatpally,Samanantar,,guj
guj99108,પેરિનેટલ,perinatal,Samanantar,,guj
guj109602,વોલસોલ,walsall,Samanantar,,guj
guj99487,રઘુવર,raghuvar,Samanantar,,guj
guj110747,જ્હાન્વી,janhvi,Samanantar,,guj
guj108291,ટેક્સસૂત્રા,taxsutra,Samanantar,,guj
guj125012,રેડીનેસ,readiness,Samanantar,,guj
guj99539,મહાસેના,mahasena,Samanantar,,guj
guj110902,માંબા,mamba,Samanantar,,guj
guj107091,એનરોલમેન્ટ,enrolment,Samanantar,,guj
guj112763,પ્રફૂલભાઇ,prafulbhai,Samanantar,,guj
guj118078,લિથુઆનીયન,lithuanian,Samanantar,,guj
guj110877,પેટ્રોકેમીકલ,petrochemical,Samanantar,,guj
guj113737,સુનૈનાની,sunayana,Samanantar,,guj
guj122893,લીટલટન,lyttleton,Samanantar,,guj
guj127640,કોમ્પાન્હીયા,companhia,Samanantar,,guj
guj116270,વેન્ચર,venture,Samanantar,,guj
guj127597,પાવરહાઉસ,powerhouse,Samanantar,,guj
guj124706,પોઇંટર,pointer,Samanantar,,guj
guj118402,ઈન્ટીગ્રેશન,integration,Samanantar,,guj
guj120856,બોલ્સોનારો,bolsonaro,Samanantar,,guj
guj100242,મિસટેલબેક,mistelbach,Samanantar,,guj
guj99144,શાદમાન,shadman,Samanantar,,guj
